message,label
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,spam
Oh k k:)but he is not a big hitter.anyway good,ham
Happy new year. Hope you are having a good semester,ham
"They can try! They can get lost, in fact. Tee hee",ham
So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,ham
Love it! I want to flood that pretty pussy with cum...,ham
If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,ham
Hi:)did you asked to waheeda fathima about leave?,ham
Sorry completely forgot * will pop em round this week if your still here?,ham
Yes.he have good crickiting mind,ham
"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",spam
Tell me whos this pls:-),ham
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",ham
K.i will send in  &lt;#&gt;  min:),ham
Am surfing online store. For offers do you want to buy any thing.,ham
Oh ok.. Wat's ur email?,ham
This is my number by vivek..,ham
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,spam
"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",ham
He's in lag. That's just the sad part but we keep in touch thanks to skype,ham
"Cool, I'll text you in a few",ham
O i played smash bros  &lt;#&gt;  religiously.,ham
I'm already back home so no probably not,ham
Where you. What happen,ham
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham
", ow u dey.i paid 60,400thousad.i told  u would call . ",ham
Gokila is talking with you aha:),ham
Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,spam
Sorry about that this is my mates phone and i didnt write it love Kate,ham
O ic lol. Should play 9 doors sometime yo,ham
"Sir, waiting for your letter.",ham
Play w computer? Aiyah i tok 2 u lor?,ham
Yeah get the unlimited,ham
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,spam
What u talking bout early morning? It's almost noon where your at!,ham
Thanx a lot...,ham
In sch but neva mind u eat 1st lor..,ham
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",ham
What happened in interview?,ham
I'm in town now so i'll jus take mrt down later.,ham
I know girls always safe and selfish know i got it pa. Thank you. good night.,ham
Wa... U so efficient... Gee... Thanx...,ham
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",ham
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",ham
"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",spam
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",spam
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",spam
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
Change windows logoff sound..,ham
U can call now...,ham
I will once i get home,ham
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam
I will reach ur home in  &lt;#&gt;  minutes,ham
"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",ham
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",ham
Hey morning what you come to ask:-) pa...,ham
S:)8 min to go for lunch:),ham
Also where's the piece,ham
2/2 146tf150p,spam
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",ham
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",ham
" says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",ham
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,spam
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ham
"If e timing can, then i go w u lor...",ham
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,ham
I keep ten rs in my shelf:) buy two egg.,ham
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam
I think steyn surely get one wicket:),ham
"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",ham
How come i din c Ì_... Yup i cut my hair...,ham
Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,ham
Still i have not checked it da. . .,ham
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam
:-) yeah! Lol. Luckily i didn't have a starring role like you!,ham
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam
Howz that persons story,ham
URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,spam
"That's fine, have him give me a call if he knows what he wants or has any questions",ham
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,ham
Ok...,ham
"Sorry, went to bed early, nightnight",ham
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,spam
\SHIT BABE.. THASA BIT MESSED UP.YEH,ham
Its normally hot mail. Com you see!,ham
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",ham
"Theoretically yeah, he could be able to come",ham
"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",ham
Now get step 2 outta the way. Congrats again.,ham
No..its ful of song lyrics..,ham
Can you do a mag meeting this avo at some point?,ham
My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,ham
1 in cbe. 2 in chennai.,ham
"Omw back to tampa from west palm, you hear what happened?",ham
I had askd u a question some hours before. Its answer,ham
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,ham
"Yes, princess. Toledo.",ham
Yeah imma come over cause jay wants to do some drugs,ham
I'm also came to room.,ham
Networking technical support associate.,ham
Kothi print out marandratha.,ham
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",spam
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
But we havent got da topic yet rite?,ham
Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,ham
Not able to do anything.,ham
No:-)i got rumour that you going to buy apartment in chennai:-),ham
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",ham
PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,spam
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam
K..k.:)congratulation ..,ham
Do u still have plumbers tape and a wrench we could borrow?,ham
Huh so fast... Dat means u havent finished painting?,ham
"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",ham
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam
I send the print  outs da.,ham
"Come to me right now, Ahmad",ham
No let me do the math. Your not good at it.,ham
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,spam
"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam
"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",ham
cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,ham
"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",ham
Where r e meeting tmr?,ham
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam
Ok thanx...,ham
"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply",ham
Can you do online transaction?,ham
"Yeah why not, is the gang all ready",ham
Stop knowing me so well!,ham
ÌÏ collecting ur laptop then going to configure da settings izzit?,ham
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),ham
I am late. I will be there at,ham
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,ham
You are a big chic. Common. Declare,ham
"Sorry, I'll call later",ham
Pathaya enketa maraikara pa',ham
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,ham
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,spam
Happy birthday... May u find ur prince charming soon n dun work too hard...,ham
"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",ham
"Yeah, probably earlier than that",ham
I'm still pretty weak today .. Bad day ?,ham
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,ham
And he's apparently bffs with carly quick now,ham
"St andre, virgil's cream",ham
K:)eng rocking in ashes:),ham
We have all rounder:)so not required:),ham
And by when you're done I mean now,ham
I want to lick your pussy now...,ham
X course it 2yrs. Just so her messages on messenger lik you r sending me,ham
I sent lanre fakeye's Eckankar details to the mail box,ham
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,ham
"Could you not read me, my Love ? I answered you",ham
I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,ham
Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,ham
Don no da:)whats you plan?,ham
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,ham
Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP,spam
ARR birthday today:) i wish him to get more oscar.,ham
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,ham
"Sorry, I'll call you  later. I am in meeting sir.",ham
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",ham
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",spam
Wanna do some art?! :D,ham
YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,spam
I like to think there's always the possibility of being in a pub later.,ham
Nt joking seriously i told,ham
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,ham
You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,ham
You best watch what you say cause I get drunk as a motherfucker,ham
Really do hope the work doesnt get stressful. Have a gr8 day.,ham
Well its not like you actually called someone a punto. That woulda been worse.,ham
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,spam
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",ham
\ER,ham
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",spam
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,ham
"Hm good morning, headache anyone? :-)",ham
How are you. Its been ages. How's abj,ham
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,spam
That sucks. I'll go over so u can do my hair. You'll do it free right?,ham
Then i buy.,ham
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam
jay says he'll put in  &lt;#&gt;,ham
PS U no ur a grown up now right?,ham
You have 1 new voicemail. Please call 08719181513.,spam
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",ham
"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",ham
Ok... Let u noe when i leave my house.,ham
Are you sure you don't mean \get here,ham
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",ham
"Customer place, i wil cal u sir.",ham
URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,spam
Hey anyway i have to :-),ham
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",spam
Okie,ham
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,spam
"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",spam
Oh k. . I will come tomorrow,ham
Later i guess. I needa do mcat study too.,ham
That's y we haf to combine n c how lor...,ham
I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,ham
Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,ham
Please tell me you have some of that special stock you were talking about,ham
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",spam
At what time are you coming.,ham
"\Im on gloucesterroad what are uup to later?\""""",ham
tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam
i want to grasp your pretty booty :),ham
"Sorry, I can't help you on this.",ham
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,ham
i dnt wnt to tlk wid u,ham
So are you guys asking that i get that slippers again or its gone with last year,ham
Your bill at 3 is å£33.65 so thats not bad!,ham
So what u doing today?,ham
aathi..where are you dear..,ham
Hows the pain dear?y r u smiling?,ham
"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",ham
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",spam
Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,ham
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,ham
Ok no prob...,ham
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",ham
Lmao you know me so well...,ham
"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",ham
I want to be inside you every night...,ham
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,spam
"How about clothes, jewelry, and trips?",ham
Is that on the telly? No its Brdget Jones!,ham
"I'm not sure, I was just checking out what was happening around the area",ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though",ham
Don know. I did't msg him recently.,ham
Yo sorry was in the shower sup,ham
"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam
Its  &lt;#&gt; k here oh. Should i send home for sale.,ham
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",ham
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),ham
Goin to workout lor... Muz lose e fats... ,ham
Just got outta class gonna go gym.,ham
Yar lor... How u noe? U used dat route too?,ham
With my sis lor... We juz watched italian job.,ham
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",spam
Kay... Since we are out already ,ham
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,ham
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",ham
Pls she needs to dat slowly or she will vomit more.,ham
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",ham
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",ham
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,ham
Oh k :)why you got job then whats up?,ham
Hey whats up? U sleeping all morning?,ham
"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",ham
I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,ham
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",ham
"Cool, want me to go to kappa or should I meet you outside mu",ham
"Hi Chikku, send some nice msgs",ham
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",ham
Fuck babe ... What happened to you ? How come you never came back?,ham
"Sorry,in meeting I'll call later",ham
I'm in a movie... Collect car oredi...,ham
I'm good. Have you registered to vote?,ham
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,spam
U studying in sch or going home? Anyway i'll b going 2 sch later.,ham
I love u 2 my little pocy bell I am sorry but I love u,ham
FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam
East coast,ham
Oh thanks a lot..i already bought 2 eggs ..,ham
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam
"sorry brah, just finished the last of my exams, what up",ham
I just really need shit before tomorrow and I know you won't be awake before like 6,ham
Lmao but its so fun...,ham
You do what all you like,ham
Ok i thk i got it. Then u wan me 2 come now or wat?,ham
Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,spam
I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,ham
Well then you have a great weekend!,ham
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,ham
"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam
FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam
Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,ham
Many times we lose our best ones bcoz we are ,ham
Sorry. || mail? || ,ham
"And how you will do that, princess? :)",ham
"\Thinking of u ;) x\""""",ham
I'm serious. You are in the money base,ham
Ladies first and genus second k .,ham
"I'll see if I can swing by in a bit, got some things to take care of here firsg",ham
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,spam
Well good morning mr . Hows london treatin' ya treacle?,ham
Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,ham
"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",ham
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",ham
Moji just informed me that you saved our lives. Thanks.,ham
See you there! ,ham
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,spam
I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,ham
It is only yesterday true true.,ham
ÌÏ got wat to buy tell us then Ì_ no need to come in again.,ham
"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",ham
Aah bless! How's your arm?,ham
I've not sent it. He can send me.,ham
Nothing spl..wat abt u and whr ru?,ham
S.i'm watching it in live..,ham
If he started searching he will get job in few days.he have great potential and talent.,ham
Good morning princess! Have a great day!,ham
Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,ham
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,ham
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
Y de asking like this.,ham
I'm ok. Will do my part tomorrow,ham
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",ham
Does daddy have a bb now.,ham
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,spam
Joy's father is John. Then John is the NAME of Joy's father. Mandan,ham
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",spam
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",ham
ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,ham
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,spam
Den wat will e schedule b lk on sun?,ham
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",ham
"Yeah, probably here for a while",ham
I thank you so much for all you do with selflessness. I love you plenty.,ham
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,ham
Sent me de webadres for geting salary slip,ham
Hey... Very inconvenient for your sis a not huh?,ham
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,spam
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,ham
Thats cool princess! I will cover your face in hot sticky cum :),ham
Convey my regards to him,ham
I accidentally brought em home in the box,ham
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_,ham
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",spam
Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),ham
That day you asked about anand number. Why:-),ham
"Sorry, I'll call later",ham
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,spam
Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,ham
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,ham
"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam
"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam
Guess he wants alone time. We could just show up and watch when they do..,ham
Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,ham
Hey i've booked the pilates and yoga lesson already... Haha,ham
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
Aiya we discuss later lar... Pick Ì_ up at 4 is it?,ham
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ham
When did dad get back.,ham
"Yeah we wouldn't leave for an hour at least, how's 4 sound?",ham
Sorry * was at the grocers.,ham
When/where do I pick you up,ham
Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,ham
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,ham
"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",ham
\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,ham
What not under standing.,ham
